[0,50);male;[20,30);present;yes;south;>=10000
[0,50);male;[20,30);present;yes;south;>=10000
[0,50);male;[20,30);present;yes;south;>=10000
[0,50);male;[20,30);present;yes;south;>=10000
[0,50);male;[20,30);present;yes;south;>=10000
[0,50);male;[20,30);present;yes;south;>=10000
[0,50);male;[20,30);present;yes;south;>=10000
[0,50);male;[20,30);present;yes;south;>=10000
[0,50);male;[20,30);present;yes;south;>=10000
[0,50);male;[20,30);present;yes;south;>=10000
[0,50);male;[20,30);present;yes;south;>=10000
[0,50);male;[20,30);present;yes;south;>=10000
[0,50);male;[20,30);present;yes;south;>=10000
[0,50);male;[20,30);present;yes;south;>=10000
[0,50);male;[20,30);present;yes;south;>=10000
[0,50);male;[10,30);present;yes;north;>=10000
[0,50);male;[10,30);present;yes;north;>=10000
[0,50);male;[10,30);present;yes;north;>=10000
[0,50);male;[10,30);present;yes;north;>=10000
[0,50);male;[10,30);present;yes;north;>=10000
[0,50);male;[10,30);present;yes;north;>=10000
[0,50);male;[10,30);present;yes;north;>=10000
[0,50);male;[10,30);present;yes;north;>=10000
[0,50);male;[10,30);present;yes;north;>=10000
[0,50);male;[10,30);present;yes;north;>=10000
[0,50);male;[10,30);present;yes;north;>=10000
[0,50);male;[10,30);present;yes;north;>=10000
[0,50);male;[10,30);present;yes;north;>=10000
[0,50);male;[10,30);present;yes;north;>=10000
[0,50);male;[10,30);present;yes;north;>=10000
[0,50);male;[20,30);present;no;southwest;<10000
[0,50);male;[20,30);present;no;southwest;<10000
[0,50);male;[20,30);present;no;southwest;<10000
[0,50);male;[20,30);present;no;southwest;<10000
[0,50);male;[20,30);present;no;southwest;<10000
[0,50);male;[20,30);present;no;southwest;<10000
[0,50);male;[20,30);present;no;southwest;<10000
[0,50);male;[20,30);present;no;southwest;<10000
[0,50);male;[20,30);present;no;southwest;<10000
[0,50);male;[20,30);present;no;southwest;<10000
[0,50);male;[20,30);present;no;southwest;<10000
[0,50);male;[20,30);present;no;southwest;>=10000
[0,50);male;[20,30);present;no;southwest;<10000
[0,50);male;[20,30);present;no;southwest;<10000
[0,50);male;[20,30);present;no;southwest;>=10000
[0,50);male;[20,30);present;no;southwest;<10000
[0,50);male;[20,30);present;no;southwest;<10000
[0,50);male;[20,30);present;no;southwest;<10000
[0,50);male;[20,30);present;no;southwest;<10000
[0,50);male;[20,30);present;no;southwest;<10000
[0,50);male;[20,30);present;no;southeast;<10000
[0,50);male;[20,30);present;no;southeast;<10000
[0,50);male;[20,30);present;no;southeast;<10000
[0,50);male;[20,30);present;no;southeast;<10000
[0,50);male;[20,30);present;no;southeast;<10000
[0,50);male;[20,30);present;no;southeast;<10000
[0,50);male;[20,30);present;no;southeast;<10000
[0,50);male;[20,30);present;no;southeast;<10000
[0,50);male;[20,30);present;no;southeast;<10000
[0,50);male;[20,30);present;no;southeast;>=10000
[0,50);male;[20,30);present;no;southeast;<10000
[0,50);male;[20,30);present;no;southeast;<10000
[0,50);male;[20,30);present;no;southeast;>=10000
[0,50);male;[20,30);present;no;southeast;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;>=10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;>=10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;>=10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northwest;<10000
[0,50);male;[10,30);present;no;northeast;<10000
[0,50);male;[10,30);present;no;northeast;<10000
[0,50);male;[10,30);present;no;northeast;<10000
[0,50);male;[10,30);present;no;northeast;>=10000
[0,50);male;[10,30);present;no;northeast;>=10000
[0,50);male;[10,30);present;no;northeast;<10000
[0,50);male;[10,30);present;no;northeast;<10000
[0,50);male;[10,30);present;no;northeast;<10000
[0,50);male;[10,30);present;no;northeast;<10000
[0,50);male;[10,30);present;no;northeast;<10000
[0,50);male;[10,30);present;no;northeast;<10000
